Date,Source,Site ID,POC,Daily Max 1-hour NO2 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
01/01/2017,AQS,170310063,1,38.7,ppb,36,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/02/2017,AQS,170310063,1,15.4,ppb,14,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/03/2017,AQS,170310063,1,31.6,ppb,29,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/04/2017,AQS,170310063,1,34.1,ppb,32,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/05/2017,AQS,170310063,1,36.2,ppb,34,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/06/2017,AQS,170310063,1,38.5,ppb,36,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/07/2017,AQS,170310063,1,38.8,ppb,36,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/08/2017,AQS,170310063,1,35.7,ppb,33,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/09/2017,AQS,170310063,1,32.6,ppb,30,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/10/2017,AQS,170310063,1,31.4,ppb,29,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/11/2017,AQS,170310063,1,36.2,ppb,34,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/12/2017,AQS,170310063,1,37.8,ppb,35,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/13/2017,AQS,170310063,1,35.2,ppb,33,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/14/2017,AQS,170310063,1,44.4,ppb,42,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/15/2017,AQS,170310063,1,45.4,ppb,42,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/16/2017,AQS,170310063,1,41.4,ppb,39,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/17/2017,AQS,170310063,1,27.6,ppb,25,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/18/2017,AQS,170310063,1,38.9,ppb,36,CTA BUILDING,23,96,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/19/2017,AQS,170310063,1,29.7,ppb,27,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/20/2017,AQS,170310063,1,28.2,ppb,26,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/21/2017,AQS,170310063,1,42.1,ppb,40,CTA BUILDING,23,96,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/22/2017,AQS,170310063,1,24.4,ppb,23,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/23/2017,AQS,170310063,1,26.9,ppb,25,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/24/2017,AQS,170310063,1,31,ppb,29,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/25/2017,AQS,170310063,1,37.7,ppb,35,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/26/2017,AQS,170310063,1,24.6,ppb,23,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/27/2017,AQS,170310063,1,26.9,ppb,25,CTA BUILDING,21,88,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/28/2017,AQS,170310063,1,22.2,ppb,21,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/29/2017,AQS,170310063,1,24.4,ppb,23,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/30/2017,AQS,170310063,1,40.4,ppb,38,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
01/31/2017,AQS,170310063,1,21.4,ppb,20,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/01/2017,AQS,170310063,1,32.6,ppb,30,CTA BUILDING,22,92,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/02/2017,AQS,170310063,1,30.2,ppb,28,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/03/2017,AQS,170310063,1,35.7,ppb,33,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/04/2017,AQS,170310063,1,32.5,ppb,30,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/05/2017,AQS,170310063,1,32,ppb,30,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/06/2017,AQS,170310063,1,30.8,ppb,28,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/07/2017,AQS,170310063,1,23.3,ppb,22,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/08/2017,AQS,170310063,1,26.5,ppb,25,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/09/2017,AQS,170310063,1,33.4,ppb,31,CTA BUILDING,23,96,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/10/2017,AQS,170310063,1,30.3,ppb,28,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/11/2017,AQS,170310063,1,30.3,ppb,28,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/12/2017,AQS,170310063,1,21.2,ppb,20,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/13/2017,AQS,170310063,1,39.8,ppb,37,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/14/2017,AQS,170310063,1,24.2,ppb,23,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/15/2017,AQS,170310063,1,50.5,ppb,47,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/16/2017,AQS,170310063,1,27,ppb,25,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/17/2017,AQS,170310063,1,41.7,ppb,39,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/18/2017,AQS,170310063,1,44.4,ppb,42,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/19/2017,AQS,170310063,1,42.4,ppb,40,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/20/2017,AQS,170310063,1,21.4,ppb,20,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/21/2017,AQS,170310063,1,35,ppb,33,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/22/2017,AQS,170310063,1,25.6,ppb,24,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/23/2017,AQS,170310063,1,15.1,ppb,14,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/24/2017,AQS,170310063,1,24.7,ppb,23,CTA BUILDING,23,96,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/25/2017,AQS,170310063,1,17.2,ppb,16,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/26/2017,AQS,170310063,1,26.3,ppb,25,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/27/2017,AQS,170310063,1,33.4,ppb,31,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
02/28/2017,AQS,170310063,1,24.1,ppb,23,CTA BUILDING,23,96,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/01/2017,AQS,170310063,1,23.2,ppb,22,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/02/2017,AQS,170310063,1,29.1,ppb,27,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/03/2017,AQS,170310063,1,29.3,ppb,27,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/04/2017,AQS,170310063,1,22.8,ppb,21,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/05/2017,AQS,170310063,1,18.9,ppb,17,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/06/2017,AQS,170310063,1,24,ppb,23,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/07/2017,AQS,170310063,1,26.9,ppb,25,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/08/2017,AQS,170310063,1,15.8,ppb,14,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/09/2017,AQS,170310063,1,17.8,ppb,16,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/10/2017,AQS,170310063,1,33.6,ppb,31,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/11/2017,AQS,170310063,1,24.4,ppb,23,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/12/2017,AQS,170310063,1,29.9,ppb,27,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/13/2017,AQS,170310063,1,14.7,ppb,13,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/14/2017,AQS,170310063,1,38.7,ppb,36,CTA BUILDING,22,92,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/15/2017,AQS,170310063,1,40.5,ppb,38,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/16/2017,AQS,170310063,1,52.4,ppb,49,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/17/2017,AQS,170310063,1,41,ppb,39,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/18/2017,AQS,170310063,1,22.7,ppb,21,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/19/2017,AQS,170310063,1,16.7,ppb,15,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/20/2017,AQS,170310063,1,31.3,ppb,29,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/21/2017,AQS,170310063,1,34.9,ppb,32,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/22/2017,AQS,170310063,1,17.3,ppb,16,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/23/2017,AQS,170310063,1,31.8,ppb,29,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/24/2017,AQS,170310063,1,28,ppb,26,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/25/2017,AQS,170310063,1,18,ppb,17,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/26/2017,AQS,170310063,1,26.1,ppb,25,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/27/2017,AQS,170310063,1,21.1,ppb,20,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/28/2017,AQS,170310063,1,25.8,ppb,24,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/29/2017,AQS,170310063,1,28.9,ppb,26,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/30/2017,AQS,170310063,1,18.5,ppb,17,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
03/31/2017,AQS,170310063,1,21.6,ppb,20,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/01/2017,AQS,170310063,1,47.8,ppb,44,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/02/2017,AQS,170310063,1,50.4,ppb,47,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/03/2017,AQS,170310063,1,25.6,ppb,24,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/04/2017,AQS,170310063,1,44.1,ppb,42,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/05/2017,AQS,170310063,1,12.4,ppb,11,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/06/2017,AQS,170310063,1,28.5,ppb,26,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/07/2017,AQS,170310063,1,46.1,ppb,43,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/08/2017,AQS,170310063,1,34.4,ppb,32,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/09/2017,AQS,170310063,1,15.1,ppb,14,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/10/2017,AQS,170310063,1,35.3,ppb,33,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/11/2017,AQS,170310063,1,25.4,ppb,24,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/12/2017,AQS,170310063,1,33.1,ppb,31,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/13/2017,AQS,170310063,1,16.6,ppb,15,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/14/2017,AQS,170310063,1,25.5,ppb,24,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/15/2017,AQS,170310063,1,23.6,ppb,22,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/16/2017,AQS,170310063,1,22.3,ppb,21,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/17/2017,AQS,170310063,1,51.7,ppb,48,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/18/2017,AQS,170310063,1,31.1,ppb,29,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/19/2017,AQS,170310063,1,32.7,ppb,30,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/20/2017,AQS,170310063,1,24.8,ppb,23,CTA BUILDING,23,96,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/21/2017,AQS,170310063,1,28.3,ppb,26,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/22/2017,AQS,170310063,1,41.1,ppb,39,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/23/2017,AQS,170310063,1,71.3,ppb,69,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/24/2017,AQS,170310063,1,56.1,ppb,53,CTA BUILDING,23,96,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/25/2017,AQS,170310063,1,33.3,ppb,31,CTA BUILDING,22,92,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/26/2017,AQS,170310063,1,39.7,ppb,37,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/27/2017,AQS,170310063,1,33.6,ppb,31,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/28/2017,AQS,170310063,1,40.4,ppb,38,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/29/2017,AQS,170310063,1,5.2,ppb,5,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
04/30/2017,AQS,170310063,1,15.7,ppb,14,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
05/01/2017,AQS,170310063,1,40.1,ppb,38,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
05/02/2017,AQS,170310063,1,27.8,ppb,25,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
05/03/2017,AQS,170310063,1,16,ppb,15,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
05/04/2017,AQS,170310063,1,7.5,ppb,7,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
05/05/2017,AQS,170310063,1,14.2,ppb,13,CTA BUILDING,24,100,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.877682,-87.635027
